Problem,Greedy_profit,Greedy_weight,Greedy_time,BF_profit,BF_weight,BF_time,B&B_profit,B&B_weight,B&B_time,DP_profit,DP_weight,DP_time,DP_OR_profit,DP_OR_weight,DP_OR_time,IP_OR_profit,IP_OR_weight,IP_OR_time
100_500_1_1_5,11084,4560,0,5725,4556,13.3230176,6819,2138,10.0709455,11175,4554,3.812235355,11175,4554,0.015626192,11175,4554,0.068000793
100_500_1_2_5,14893,8934,0.015604734,5571,4996,10.85983181,4564,773,10.04618812,14912,8959,8.436925411,14912,8959,0.03124547,14912,8959,0.039000511
100_500_1_3_5,19685,13324,0,3925,4431,11.20234346,5827,1253,10.0309813,15393,13362,10.06181431,19728,13385,0.062494993,19728,13385,0.033998013
100_500_1_4_5,22902,17160,0,5711,5332,11.93665242,5497,1116,10.03102899,11891,12981,10.01494169,22929,17206,0.109368086,22929,17206,0.036998749
100_500_1_5_5,26431,20393,0,4658,5075,11.07733679,5555,662,10.01666379,10518,9447,10.03058434,26463,20497,0.140598536,26463,20497,0.020961285
100_500_2_1_5,5382,4550,0,4662,4553,13.01470685,3176,2563,10.07887053,5403,4561,3.73410058,5403,4561,0,5403,4561,0.264003038
100_500_2_2_5,10045,8952,0,4948,4863,11.34294009,2132,1648,10.04590368,10083,8970,8.014250517,10083,8970,0.031244755,10083,8970,0.065999031
100_500_2_3_5,14504,13391,0,4582,4711,11.67107701,3362,2745,10.0381856,14081,13390,10.12431002,14512,13387,0.062495708,14512,13387,0.34598279
100_500_2_4_5,18482,17206,0,5246,5170,11.32735133,3136,2545,10.02577138,13054,12981,10.09306192,18494,17207,0.093760729,18494,17207,0.032000303
100_500_2_5_5,21826,20508,0,5434,5246,11.57729363,2282,1628,10.02688289,10193,9914,10.03058648,21826,20508,0.140615702,21826,20508,0.036008596
100_500_3_1_5,4823,4453,0,4752,4582,28.3105135,1379,1199,10.061759,4952,4582,3.734118223,4952,4582,0.015606165,4952,4582,0.048001051
100_500_3_2_5,9156,8586,0,5073,4883,10.68016267,751,571,10.03051138,9201,8631,7.671330452,9201,8631,0.04687047,9201,8631,0.021998167
100_500_3_3_5,12674,11974,0,4704,4544,11.18670344,870,700,10.02344513,12882,12252,10.06181741,12952,12252,0.093763113,12952,12252,0.076000452
100_500_3_4_5,16644,15824,0,6005,5825,11.78041387,937,767,10.02857423,15345,14765,10.01494002,16707,15887,0.140596151,16706,15886,0.113998175
100_500_3_5_5,20227,19317,0,4845,4655,10.84299135,855,685,10.01968932,11439,10989,10.01493645,20603,19693,0.187507391,20603,19693,0.035011768
100_500_4_1_5,4580,4580,0,4582,4582,28.91986847,4582,4582,3.166479588,4582,4582,3.140412807,4582,4582,0,4582,4582,0.015002489
100_500_4_2_5,8624,8624,0,4883,4883,11.1867044,4494,4494,10.05683017,8631,8631,6.452685595,8631,8631,0.01560998,8631,8631,0.015021324
100_500_4_3_5,12237,12237,0,4544,4544,11.40543962,4230,4230,10.04617453,12252,12252,10.01493907,12252,12252,0.031244278,12252,12252,0.01599884
100_500_4_4_5,15873,15873,0,5825,5825,11.09295964,4964,4964,10.03054929,15887,15887,10.3829155,15887,15887,0.062495708,15887,15887,0.023000956
100_500_4_5_5,19582,19582,0,4647,4647,11.38978744,4124,4124,10.03050709,11203,11203,10.98362207,19693,19693,0.093742847,19693,19693,0.019999981
100_1000_1_1_5,21538,9353,0,8110,9260,12.40538478,12125,3522,10.07787204,21538,9353,8.093180418,21538,9353,0.015621662,21538,9353,0.021016598
100_1000_1_2_5,30553,17951,0,12406,10478,10.87422395,10721,2164,10.03485107,23099,17882,10.28054786,30553,17951,0.078119516,30553,17951,0.021999836
100_1000_1_3_5,42765,26867,0,9951,10226,11.26480079,12494,2462,10.02330732,16932,16553,10.13993335,42821,26883,0.124989271,42821,26883,0.050999403
100_1000_1_4_5,45810,34846,0,11711,9832,11.9678998,11150,2242,10.03050709,13648,11284,10.10868073,45810,34846,0.187487841,45810,34846,0.019000053
100_1000_1_5_5,50922,39343,0,8658,11575,10.82732749,12439,1525,10.00086522,8806,12531,10.06181479,50973,39569,0.265608311,50973,39569,0.022981644
100_1000_2_1_5,10649,9396,0,10030,9396,11.50874424,9108,7898,10.15721774,10713,9395,7.265132189,10713,9395,0.015619755,10713,9395,0.094015598
100_1000_2_2_5,20352,17950,0.000998735,10948,10836,11.38984227,6805,5486,10.05038881,19409,17970,10.10868335,20438,17970,0.062494993,20438,17970,0.053999901
100_1000_2_3_5,28773,26869,0,10031,10206,11.49918199,8148,6876,10.03346252,16473,16799,10.06181598,28814,26888,0.093743801,28814,26888,0.066002369
100_1000_2_4_5,36279,34868,0,9586,9617,11.1398313,5290,4373,10.02627826,11198,11284,10.12432647,36285,34875,0.171859503,36285,34875,0.100000381
100_1000_2_5_5,41099,39665,0,11833,12026,11.4522891,4758,3567,10.02027655,12271,12542,10.04617,41106,39674,0.218732834,41106,39674,0.049047947
100_1000_3_1_5,8983,8593,0,9158,8998,15.07707524,2151,1971,10.04725862,9388,8998,7.343249798,9388,8998,0.031244993,9388,8998,0.293985128
100_1000_3_2_5,17374,16804,0,11588,11398,10.76483488,1595,1415,10.02827668,17375,16965,10.06179404,17535,16965,0.109367132,17535,16965,0.027000427
100_1000_3_3_5,27155,26465,0,9742,9572,11.20232606,1520,1350,10.02228975,17476,17146,10.10187626,27192,26502,0.171863079,27192,26502,0.039000988
100_1000_3_4_5,32908,32098,0,12542,12352,11.99918413,1469,1299,10.02097702,14525,14265,10.04618478,33697,32887,0.281245232,33697,32887,0.049000025
100_1000_3_5_5,39769,38859,0.015642643,9845,9655,10.84297585,1354,1184,10.02394152,10955,10745,10.04619265,40603,39693,0.374955416,40603,39693,0.068983078
100_1000_4_1_5,8991,8991,0,8998,8998,28.73235297,8998,8998,1.327992439,8998,8998,6.265198469,8998,8998,0,8998,8998,0.037988663
100_1000_4_2_5,16959,16959,0,11398,11398,11.23360991,11260,11260,10.13993835,16965,16965,10.48367548,16965,16965,0.015623569,16964,16964,0.169999361
100_1000_4_3_5,26494,26494,0,9477,9477,11.38982749,8730,8730,10.02442288,18480,18480,10.14895678,26502,26502,0.046870232,26502,26502,0.030955791
100_1000_4_4_5,32885,32885,0,12352,12352,11.17105031,10464,10464,10.03056788,14582,14582,10.04617095,32887,32887,0.12499404,32887,32887,0.122984886
100_1000_4_5_5,39495,39495,0,9655,9655,11.75821567,8624,8624,10.02113271,10986,10986,10.0930624,39693,39693,0.171860933,39693,39693,0.014000416
500_50_1_1_5,5900,2147,0,577,431,11.38981366,639,25,10.01490712,5900,2147,9.718090534,5900,2147,0.140597105,5900,2147,0.053985357
500_50_1_2_5,8111,4322,0.005993128,465,424,11.60852528,549,20,10.00186205,5016,4322,10.09305668,8111,4322,0.421860456,8111,4322,0.06400013
500_50_1_3_5,10227,6409,0.000998497,401,376,10.70237732,513,26,10.01494074,3501,3258,10.03056479,10227,6410,0.765572786,10227,6409,0.048999548
500_50_1_4_5,11913,8222,0,561,382,11.5148077,485,20,10.0067246,2680,2355,10.06180882,11913,8222,1.2342906,11913,8222,0.05096817
500_50_1_5_5,12777,10820,0,596,532,11.97636342,480,16,10.0124352,1809,1907,10.04619288,12777,10820,1.9061234,12777,10820,0.050987005
500_50_2_1_5,2629,2147,0,475,450,10.81176186,101,37,10.00299668,2629,2147,9.093145609,2629,2147,0.109347343,2629,2147,0.047962189
500_50_2_2_5,4968,4322,0,494,496,11.03044319,98,44,10.01544666,4586,4322,10.12430978,4968,4322,0.312492847,4968,4322,0.042997122
500_50_2_3_5,7139,6410,0,363,373,11.04608774,101,42,10.00297689,3260,3227,10.04617405,7139,6410,0.6249547,7139,6410,0.065997839
500_50_2_4_5,8921,8222,0,369,369,11.4210968,83,26,10.01495934,2402,2364,10.03058076,8921,8222,1.046785116,8921,8222,0.046997309
500_50_2_5_5,11242,10819,0,594,598,11.57733536,89,31,10.0088098,1915,1907,10.04618573,11243,10820,1.703006268,11242,10820,0.041944265
500_50_3_1_5,4210,2130,0,679,489,11.24923277,170,20,10.0149219,4218,2138,8.905645847,4218,2138,0.20313096,4218,2138,0.034002542
500_50_3_2_5,7076,4176,0,652,462,11.2336092,167,17,10.00443411,6190,4190,10.07743144,7090,4190,0.546820402,7090,4190,0.123999357
500_50_3_3_5,9717,6167,0.015623331,599,409,11.45233727,161,21,10.00593114,5088,3648,10.0461905,9723,6173,1.015553474,9723,6173,0.075000048
500_50_3_4_5,12383,8303,0.001996994,606,416,10.6711514,156,16,10.0136807,3587,2567,10.06181216,12388,8308,1.531148195,12388,8308,0.036944151
500_50_3_5_5,15359,10809,0,732,542,11.21798515,154,14,10.01492095,2855,2075,10.03056645,15371,10821,2.187347889,15371,10821,0.036002636
500_50_4_1_5,2138,2138,0,489,489,11.81939316,406,406,10.01493621,2138,2138,7.774601221,2138,2138,0.015623569,2138,2138,0.038965702
500_50_4_2_5,4190,4190,0,462,462,10.87425852,354,354,10.01488161,4190,4190,16.32701278,4190,4190,0.09374094,4190,4190,0.105000019
500_50_4_3_5,6173,6173,0,409,409,11.5617137,321,321,10.01493907,3715,3715,19.45179892,6173,6173,0.249980927,6173,6173,0.058020115
500_50_4_4_5,8308,8308,0,419,419,11.1085608,305,305,10.00353622,2580,2580,17.65504742,8308,8308,0.640583515,8308,8308,0.056999445
500_50_4_5_5,10821,10821,0,542,542,11.4210937,371,371,10.00279951,2075,2075,16.56136465,10821,10821,1.203039885,10821,10821,0.039013624
500_100_1_1_5,12554,4067,0,1116,713,11.24923658,1209,30,10.00368953,9055,4072,10.15555525,12563,4072,0.281228781,12563,4072,0.088998318
500_100_1_2_5,16446,8363,0,1050,930,11.43671966,1053,30,10.00387263,5095,4791,10.06181693,16455,8372,0.843694448,16455,8372,0.07799983
500_100_1_3_5,20922,12204,0,947,659,11.26485586,1151,40,10.00086331,3532,3028,10.04619193,20925,12210,1.484274626,20925,12210,0.052000284
500_100_1_4_5,22654,16250,0,1170,892,10.78051662,861,28,10.00179863,2735,2396,10.04618764,22659,16256,2.484203815,22657,16256,0.079998255
500_100_1_5_5,25575,21149,0.001996517,1146,1082,11.17111301,943,30,10.00777578,1975,2134,10.04618645,25576,21153,3.780990362,25576,21153,0.053983927
500_100_2_1_5,5006,4072,0,777,744,12.03039742,183,63,10.00543261,4761,4072,10.15555811,5007,4072,0.203105211,5007,4072,0.051000357
500_100_2_2_5,9630,8372,0,1128,1096,10.90550852,166,66,10.0004909,4948,4929,10.04619288,9630,8372,0.624974966,9630,8372,0.047999382
500_100_2_3_5,13666,12210,0,769,713,11.57733464,160,48,10.0033257,3015,3028,10.06181359,13666,12210,1.249915123,13666,12210,0.081999302
500_100_2_4_5,17475,16256,0,1028,1032,11.21794939,132,40,10.00800633,2433,2396,10.06182957,17476,16256,1.96859622,17476,16256,0.047949553
500_100_2_5_5,22108,21153,0,1252,1226,11.34297681,162,66,10.00101185,2150,2134,10.04617429,22110,21153,3.124789715,22109,21153,0.071969509
500_100_3_1_5,6259,4259,0,1146,946,11.12422705,188,28,10.01823521,5750,4280,10.14897203,6280,4280,0.34374094,6280,4280,0.031948566
500_100_3_2_5,11205,8315,0.015604734,1252,1062,11.35213065,173,23,10.00359106,5999,4969,10.08710432,11213,8323,0.999928713,11213,8323,0.034968615
500_100_3_3_5,15793,12243,0,999,809,11.34297848,182,32,10.01309037,3598,2928,10.04619408,15823,12273,1.859232903,15823,12273,0.038000107
500_100_3_4_5,20384,16294,0,1294,1104,10.71802187,177,27,10.01241302,3260,2760,10.06182981,20398,16308,2.874801874,20398,16308,0.062000513
500_100_3_5_5,26196,21646,0,1432,1242,11.21797109,164,24,10.00266647,2630,2260,10.04619074,26205,21655,4.109089136,26205,21655,0.035959959
500_100_4_1_5,4280,4280,0.000998497,946,946,11.87413454,787,787,10.00406647,4280,4280,15.62394929,4280,4280,0.031247377,4280,4280,0.053998232
500_100_4_2_5,8323,8323,0.001997471,1062,1062,10.92112803,854,854,10.00680089,5456,5456,24.99827576,8323,8323,0.187489986,8323,8323,0.037999868
500_100_4_3_5,12273,12273,0,809,809,11.5617137,571,571,10.03625989,2984,2984,10.28054857,12273,12273,0.515589952,12273,12273,0.059000015
500_100_4_4_5,16307,16307,0.015644312,1099,1099,11.17111397,905,905,10.00375366,2781,2781,10.23367691,16308,16308,1.281158209,16308,16308,0.05205965
500_100_4_5_5,21655,21655,0,1242,1242,11.34297752,871,871,10.00947118,2292,2292,10.09307623,21655,21655,2.437353134,21655,21655,0.037000656
500_500_1_1_5,62304,20233,0,6043,5350,11.21798539,5529,158,10.00587702,11541,11084,10.13991761,62328,20239,1.39051342,62328,20239,0.096966028
500_500_1_2_5,79974,42668,0,5571,4996,11.45232773,4249,181,10.00478745,5513,4522,10.18680167,79974,42668,4.03097558,79974,42668,0.085999727
500_500_1_3_5,103029,64681,0,3951,4726,11.24923611,4742,86,10.0155201,2768,3242,10.13993406,103044,64710,7.733828545,103042,64709,0.10900116
500_500_1_4_5,114925,82218,0,5711,5332,10.82738876,4841,94,10.00557899,2866,2558,10.15556002,114940,82254,11.9991827,114940,82254,0.074961662
500_500_1_5_5,128604,104552,0,4658,5075,11.28048515,5047,117,10.01248026,1493,1978,10.17119527,128608,104567,18.60122228,128604,104552,0.052015305
500_500_2_1_5,24426,20239,0.000998735,5235,5234,11.81169939,827,356,10.0100131,10899,11084,10.12429047,24446,20239,1.028203011,24445,20239,0.143999815
500_500_2_2_5,48447,42667,0.000999689,4948,4863,10.76488876,1090,498,10.00625706,4493,4321,10.16320801,48459,42672,3.319893122,48459,42672,0.076999664
500_500_2_3_5,70895,64706,0,4582,4711,11.67104959,785,195,10.00775218,3168,3242,10.13992929,70918,64710,6.679589033,70913,64705,0.159998655
500_500_2_4_5,88929,82255,0,5246,5170,11.09297848,681,206,10.00254273,2607,2558,10.13993216,88937,82256,9.999332666,88931,82254,0.148035049
500_500_2_5_5,109428,104567,0,5434,5246,11.42109632,797,326,10.00256157,2042,1978,10.15556097,109432,104570,15.67078686,109424,104569,0.115014791
500_500_3_1_5,23197,21177,0,5895,5705,11.07736921,346,186,10.00415897,11793,11393,10.15555882,23333,21313,1.749880791,23333,21313,0.423000097
500_500_3_2_5,45372,42512,0.015604496,5073,4883,11.48358035,286,136,10.00999928,4950,4760,10.13993335,45417,42557,4.765322208,45417,42557,0.088999033
500_500_3_3_5,68317,64817,0,4704,4544,11.26482725,231,81,10.0065496,3123,3003,10.13994956,68573,65073,9.093127966,68573,65073,0.281014204
500_500_3_4_5,87321,83241,0,6005,5825,10.78051591,264,114,10.01390457,2621,2531,10.13991714,87322,83242,13.57719946,87322,83242,0.048999071
500_500_3_5_5,112612,108072,0,4845,4655,11.17111158,301,161,10.00248337,2428,2358,10.13993096,113028,108488,19.76426053,113024,108484,0.247000694
500_500_4_1_5,21313,21313,0,5705,5705,11.74919748,5106,5106,10.01143289,12150,12150,10.20243335,21313,21313,0.124991894,21313,21313,0.051002264
500_500_4_2_5,42556,42556,0,4883,4883,10.843009,3954,3954,10.01489234,4760,4760,10.13993359,42557,42557,0.937435865,42557,42557,0.040962458
500_500_4_3_5,65073,65073,0.00199914,4544,4544,11.49921584,3371,3371,10.00449634,3003,3003,10.1399498,65073,65073,2.593574047,65073,65073,0.043017387
500_500_4_4_5,83242,83242,0,6123,6123,11.21795416,4505,4505,10.00763202,2531,2531,10.13993192,83242,83242,6.672151566,83242,83242,0.056999683
500_500_4_5_5,108463,108463,0,4647,4647,11.26480007,3471,3471,10.00060916,2358,2358,10.15557766,108488,108488,13.03850961,108488,108488,0.058001757
500_1000_1_1_5,121989,41395,0,9043,13350,11.15548849,8728,222,10.00157332,9043,13350,10.45243073,122093,41405,2.718564034,122093,41405,0.098000288
500_1000_1_2_5,161534,84289,0,12406,10478,11.51483655,9189,271,10.00472784,5557,4937,10.26490712,161592,84330,8.336809397,161592,84330,0.080965042
500_1000_1_3_5,204619,124432,0,9951,10226,11.43012285,9921,229,10.25666261,2956,1547,10.28054881,204633,124456,14.96848488,204633,124456,0.073000431
500_1000_1_4_5,230673,171851,0,11711,9832,10.8898797,10132,239,10.00265551,3229,2637,10.28054309,230711,171920,24.38348985,230711,171920,0.0989995
500_1000_1_5_5,252389,209559,0,8658,11575,11.23361039,9693,203,10.00157738,1534,1897,10.27397823,252403,209557,36.54440045,252403,209557,0.063969851
500_1000_2_1_5,48867,41404,0,13720,13275,11.93668485,1509,593,10.02598524,13835,13350,10.38991427,48883,41406,2.031108856,48883,41406,0.10198164
500_1000_2_2_5,96127,84334,0,10948,10836,10.78051734,1573,520,10.00558519,5178,4937,10.26492739,96131,84338,6.093318224,96131,84338,0.063996315
500_1000_2_3_5,136673,124457,0.01560545,10031,10206,11.57727551,1537,576,10.00360322,1488,1547,10.2649281,136708,124460,11.63982916,136705,124458,0.225986719
500_1000_2_4_5,182465,171922,0.001998425,9586,9617,11.06172609,1728,739,10.0048759,2670,2637,10.28054881,182466,171922,20.96731949,182465,171922,0.24696207
500_1000_2_5_5,216990,209569,0.000998735,11833,12026,11.35860014,1846,783,10.00300384,1831,1897,10.26492214,217026,209570,31.05472541,217026,209569,0.095030308
500_1000_3_1_5,44994,43004,0,12361,12171,11.10858583,439,279,10.00794888,12302,12112,10.26492882,45303,43313,3.390373707,45303,43313,0.168962479
500_1000_3_2_5,86564,83654,0,11588,11398,11.40547299,375,225,10.00243258,5316,5226,10.24929976,86633,83723,9.811833382,86633,83723,0.150998116
500_1000_3_3_5,132774,129264,0,9742,9572,11.20236301,333,183,10.00751519,1641,1581,10.26492858,132833,129323,18.51436353,132824,129314,0.108999729
500_1000_3_4_5,174046,169986,0,12542,12352,10.88988495,507,367,10.00179243,2877,2837,10.26492548,174635,170575,27.23972487,174624,170574,0.233999014
500_1000_3_5_5,221314,216774,0,9845,9655,11.13986897,391,251,10.00598097,1837,1807,10.28054833,222195,217655,39.16918778,222182,217642,0.223014832
500_1000_4_1_5,43312,43312,0,12171,12171,11.71795106,10606,10606,10.0190444,12112,12112,10.24928117,43313,43313,0.234357119,43313,43313,0.052999973
500_1000_4_2_5,83721,83721,0,11398,11398,10.90550566,9954,9954,10.00496531,5226,5226,10.26492405,83723,83723,1.749881506,83723,83723,0.056999683
500_1000_4_3_5,129321,129321,0.015609026,9477,9477,11.78045297,6371,6371,10.00195765,1581,1581,10.26492548,129323,129323,5.296513557,129323,129323,0.076999664
500_1000_4_4_5,170571,170571,0.000999212,12297,12297,11.32088804,9505,9505,10.00232601,2837,2837,10.28055191,170575,170575,13.15535069,170575,170575,0.062999725
500_1000_4_5_5,217629,217629,0,9619,9619,11.39445519,7066,7066,10.0061543,1807,1807,10.28054953,217655,217655,24.68583727,217655,217655,0.045011282
