Problem	Greedy_profit	Greedy_weight	Greedy_time	BF_profit	BF_weight	BF_time	B&B_profit	B&B_weight	B&B_time	DP_profit	DP_weight	DP_time	DP_OR_profit	DP_OR_weight	DP_OR_time	IP_OR_profit	IP_OR_weight	IP_OR_time
100_50_1_3_5	2092	1214	0	401	376	11.249.176.979.064.900	608	122	1.002.469.253.540.030	2093	1216	12.811.822.891.235.300	2093	1216	0.0	2093	1216	0.014020681381225586
100_50_1_4_5	2441	1575	0	561	382	1.210.848.617.553.710	541	81	10.030.566.453.933.700	2441	1576	16.717.615.127.563.400	2441	1576	0.0	2441	1575	0.012981414794921875
100_50_1_5_5	2343	2155	0	587	554	11.412.622.690.200.800	555	118	10.001.789.331.436.100	2347	2175	2.390.444.755.554.190	2347	2175	0.015601158142089844	2347	2175	0.024056196212768555
100_50_2_1_5	504	395	0	429	394	14.379.881.143.569.900	280	202	10.077.433.586.120.600	504	396	0.34372377395629883	504	396	0.0	504	396	0.018999814987182617
100_50_2_2_5	903	786	0	494	496	1.217.412.257.194.510	323	252	10.039.148.569.107.000	906	786	0.7030806541442871	906	786	0.0	906	786	0.051001548767089844
100_50_2_3_5	1351	1215	0	363	373	1.176.561.689.376.830	263	196	10.030.565.977.096.500	1352	1216	12.499.141.693.115.200	1352	1216	0.0	1352	1216	0.04599881172180176
100_50_2_4_5	1721	1576	0	369	369	11.249.176.263.809.200	181	125	10.022.477.865.219.100	1722	1576	16.561.532.020.568.800	1722	1576	0.0	1722	1576	0.018000125885009766
100_50_2_5_5	2269	2175	0	594	598	11.414.197.206.497.100	227	161	10.011.481.046.676.600	2272	2175	23.435.721.397.399.900	2272	2175	0.01562356948852539	2272	2175	0.024000883102416992
100_50_3_1_5	813	403	0	582	402	13.530.330.181.121.800	266	86	1.003.976.821.899.410	817	407	0.34372615814208984	817	407	0.0	817	407	0.013000011444091797
100_50_3_2_5	1395	815	0	651	461	10.718.016.624.450.600	253	73	10.027.765.035.629.200	1411	831	0.7499520778656006	1411	831	0.0	1411	831	0.023000001907348633
100_50_3_3_5	1922	1192	0	597	407	11.764.785.289.764.400	247	77	10.031.155.109.405.500	1932	1202	115.616.774.559.021	1932	1202	0.0	1932	1202	0.02299809455871582
100_50_3_4_5	2479	1669	0	606	416	1.280.091.404.914.850	247	77	10.015.623.569.488.500	2497	1687	16.788.849.830.627.400	2497	1687	0.015624046325683594	2497	1687	0.04499936103820801
100_50_3_5_5	2974	2064	0	732	542	10.999.232.292.175.200	243	73	10.015.464.782.714.800	2978	2068	2.109.231.472.015.380	2978	2068	0.01560521125793457	2978	2068	0.018990039825439453
100_50_4_1_5	407	407	0	407	407	2.852.928.924.560.540	407	407	4.783.640.384.674.070	407	407	0.28124547004699707	407	407	0.0	407	407	0.01398921012878418
100_50_4_2_5	831	831	0	461	461	12.719.572.305.679.300	444	444	10.046.193.599.700.900	831	831	0.6405613422393799	831	831	0.0	831	831	0.020000219345092773
100_50_4_3_5	1202	1202	0,000998497	402	402	11.769.393.920.898.400	380	380	1.002.317.762.374.870	1202	1202	0.9999535083770752	1202	1202	0.01562356948852539	1202	1202	0.01999974250793457
100_50_4_4_5	1687	1687	0	416	416	11.419.518.947.601.300	364	364	10.007.304.906.845.000	1687	1687	14.530.255.794.525.100	1687	1687	0.0	1687	1687	0.021001100540161133
100_50_4_5_5	2068	2068	0	542	542	1.205.515.170.097.350	474	474	10.003.901.481.628.400	2068	2068	1.812.356.948.852.530	2068	2068	0.0	2068	2068	0.011993408203125
100_100_1_1_5	2710	773	0	1116	713	1.178.327.989.578.240	1253	162	10.033.233.165.740.900	2722	790	0.7030775547027588	2722	790	0.0	2722	790	0.04094552993774414
100_100_1_2_5	3399	1570	0	1050	930	1.143.526.005.744.930	1156	113	10.038.693.189.620.900	3403	1570	15.467.698.574.066.100	3403	1570	0.01562356948852539	3403	1570	0.02400493621826172
100_100_1_3_5	4142	2234	0	947	659	11.171.053.647.994.900	1225	188	10.018.157.243.728.600	4142	2234	2.343.590.021.133.420	4142	2234	0.01562356948852539	4142	2234	0.026999950408935547
100_100_1_4_5	4811	3265	0	1170	892	12.016.253.232.955.900	1164	186	10.018.544.673.919.600	4819	3276	36.285.998.821.258.500	4819	3276	0.03126668930053711	4819	3276	0.030001401901245117
100_100_1_5_5	4976	4167	0	1146	1082	11.038.666.725.158.600	1153	199	10.001.291.990.280.100	4976	4167	4.748.311.758.041.380	4976	4167	0.03124690055847168	4976	4167	0.015000104904174805
100_100_2_1_5	1005	793	0	777	744	11.530.407.190.322.800	385	260	10.061.095.237.731.900	1008	796	0.6753501892089844	1008	796	0.0	1008	795	0.07300090789794922
100_100_2_2_5	1803	1568	0	1128	1096	11.561.654.567.718.500	450	322	10.039.708.375.930.700	1811	1570	14.914.984.703.063.900	1811	1570	0.0	1811	1570	0.025000572204589844
100_100_2_3_5	2472	2241	0	769	713	11.389.793.157.577.500	374	261	10.019.437.074.661.200	2473	2241	2.615.549.087.524.410	2473	2241	0.015601634979248047	2473	2241	0.02700066566467285
100_100_2_4_5	3562	3276	0	1028	1032	11.374.229.907.989.500	487	358	10.026.099.920.272.800	3566	3276	34.019.198.417.663.500	3566	3276	0.015624046325683594	3566	3276	0.029998064041137695
100_100_2_5_5	4408	4174	0	1252	1226	1.143.671.703.338.620	531	410	10.046.149.253.845.200	4411	4175	4.405.965.805.053.710	4411	4175	0.031246423721313477	4411	4175	0.031014680862426758
100_100_3_1_5	1195	805	0	1012	832	14.155.288.934.707.600	367	187	10.036.219.358.444.200	1222	832	0.6874537467956543	1222	832	0.0	1222	832	0.051000118255615234
100_100_3_2_5	2165	1585	0	1252	1062	10.764.831.304.550.100	310	130	10.030.529.499.053.900	2211	1631	14.998.924.732.208.200	2211	1631	0.0	2211	1631	0.06500053405761719
100_100_3_3_5	3031	2321	0,000998735	999	809	11.311.729.907.989.500	284	114	10.030.573.606.491.000	3062	2352	22.654.736.042.022.700	3062	2352	0.015643835067749023	3062	2352	0.09800052642822266
100_100_3_4_5	4188	3388	0,00099659	1333	1143	12.401.085.615.158.000	355	185	10.008.486.270.904.500	4220	3420	3.343.522.548.675.530	4220	3420	0.03124713897705078	4220	3420	0.06599926948547363
100_100_3_5_5	5276	4376	0	1432	1242	10.999.263.525.009.100	313	143	1.000.552.248.954.770	5343	4443	4.452.831.506.729.120	5343	4443	0.04685163497924805	5343	4443	0.0480189323425293
100_100_4_1_5	832	832	0	832	832	2.912.301.802.635.190	832	832	5.813.527.822.494.500	832	832	0.5780837535858154	832	832	0.0	832	832	0.015047073364257812
100_100_4_2_5	1630	1630	0	1062	1062	11.499.219.417.572.000	1060	1060	10.061.797.380.447.300	1631	1631	12.655.189.037.322.900	1631	1631	0.0	1631	1631	0.014000177383422852
100_100_4_3_5	2352	2352	0	809	809	11.602.134.704.589.800	730	730	10.022.265.434.265.100	2352	2352	19.529.941.082.000.700	2352	2352	0.015624284744262695	2352	2352	0.021000385284423828
100_100_4_4_5	3420	3420	0	1099	1099	1.138.984.727.859.490	964	964	10.024.111.032.485.900	3420	3420	2.843.535.900.115.960	3420	3420	0.015623331069946289	3420	3420	0.018992900848388672
100_100_4_5_5	4438	4438	0	1242	1242	1.165.545.129.776.000	1124	1124	10.030.547.142.028.800	4443	4443	3.859.116.315.841.670	4443	4443	0.03124547004699707	4443	4443	0.013003826141357422
100_500_1_1_5	11084	4560	0	5725	4556	13.323.017.597.198.400	6819	2138	10.070.945.501.327.500	11175	4554	38.122.353.553.771.900	11175	4554	0.015626192092895508	11175	4554	0.06800079345703125
100_500_1_2_5	14893	8934	0,015604734	5571	4996	10.859.831.809.997.500	4564	773	10.046.188.116.073.600	14912	8959	8.436.925.411.224.360	14912	8959	0.03124547004699707	14912	8959	0.039000511169433594
100_500_1_3_5	19685	13324	0	3925	4431	11.202.343.463.897.700	5827	1253	10.030.981.302.261.300	15393	13362	10.061.814.308.166.500	19728	13385	0.06249499320983887	19728	13385	0.03399801254272461
100_500_1_4_5	22902	17160	0	5711	5332	11.936.652.421.951.200	5497	1116	10.031.028.985.977.100	11891	12981	10.014.941.692.352.200	22929	17206	0.10936808586120605	22929	17206	0.036998748779296875
100_500_1_5_5	26431	20393	0	4658	5075	1.107.733.678.817.740	5555	662	10.016.663.789.749.100	10518	9447	10.030.584.335.327.100	26463	20497	0.14059853553771973	26463	20497	0.020961284637451172
100_500_2_1_5	5382	4550	0	4662	4553	1.301.470.685.005.180	3176	2563	1.007.887.053.489.680	5403	4561	3.734.100.580.215.450	5403	4561	0.0	5403	4561	0.26400303840637207
100_500_2_2_5	10045	8952	0	4948	4863	11.342.940.092.086.700	2132	1648	1.004.590.368.270.870	10083	8970	801.425.051.689.148	10083	8970	0.031244754791259766	10083	8970	0.06599903106689453
100_500_2_3_5	14504	13391	0	4582	4711	11.671.077.013.015.700	3362	2745	10.038.185.596.466.000	14081	13390	1.012.431.001.663.200	14512	13387	0.06249570846557617	14512	13387	0.34598278999328613
100_500_2_4_5	18482	17206	0	5246	5170	11.327.351.331.710.800	3136	2545	10.025.771.379.470.800	13054	12981	10.093.061.923.980.700	18494	17207	0.09376072883605957	18494	17207	0.03200030326843262
100_500_2_5_5	21826	20508	0	5434	5246	11.577.293.634.414.600	2282	1628	10.026.882.886.886.500	10193	9914	1.003.058.648.109.430	21826	20508	0.14061570167541504	21826	20508	0.036008596420288086
100_500_3_1_5	4823	4453	0	4752	4582	28.310.513.496.398.900	1379	1199	10.061.758.995.056.100	4952	4582	37.341.182.231.903.000	4952	4582	0.015606164932250977	4952	4582	0.04800105094909668
100_500_3_2_5	9156	8586	0	5073	4883	1.068.016.266.822.810	751	571	10.030.511.379.241.900	9201	8631	7.671.330.451.965.330	9201	8631	0.04687047004699707	9201	8631	0.021998167037963867
100_500_3_3_5	12674	11974	0	4704	4544	11.186.703.443.527.200	870	700	10.023.445.129.394.500	12882	12252	10.061.817.407.608.000	12952	12252	0.09376311302185059	12952	12252	0.07600045204162598
100_500_3_4_5	16644	15824	0	6005	5825	1.178.041.386.604.300	937	767	10.028.574.228.286.700	15345	14765	10.014.940.023.422.200	16707	15887	0.1405961513519287	16706	15886	0.1139981746673584
100_500_3_5_5	20227	19317	0	4845	4655	10.842.991.352.081.200	855	685	10.019.689.321.517.900	11439	10989	10.014.936.447.143.500	20603	19693	0.18750739097595215	20603	19693	0.03501176834106445
100_500_4_1_5	4580	4580	0	4582	4582	2.891.986.846.923.820	4582	4582	31.664.795.875.549.300	4582	4582	31.404.128.074.645.900	4582	4582	0.0	4582	4582	0.01500248908996582
100_500_4_2_5	8624	8624	0	4883	4883	11.186.704.397.201.500	4494	4494	10.056.830.167.770.300	8631	8631	6.452.685.594.558.710	8631	8631	0.015609979629516602	8631	8631	0.015021324157714844
100_500_4_3_5	12237	12237	0	4544	4544	11.405.439.615.249.600	4230	4230	100.461.745.262.146	12252	12252	10.014.939.069.747.900	12252	12252	0.031244277954101562	12252	12252	0.01599884033203125
100_500_4_4_5	15873	15873	0	5825	5825	11.092.959.642.410.200	4964	4964	1.003.054.928.779.600	15887	15887	10.382.915.496.826.100	15887	15887	0.06249570846557617	15887	15887	0.02300095558166504
100_500_4_5_5	19582	19582	0	4647	4647	11.389.787.435.531.600	4124	4124	1.003.050.708.770.750	11203	11203	10.983.622.074.127.100	19693	19693	0.09374284744262695	19693	19693	0.019999980926513672
100_1000_1_1_5	21538	9353	0	8110	9260	1.240.538.477.897.640	12125	3522	10.077.872.037.887.500	21538	9353	8.093.180.418.014.520	21538	9353	0.015621662139892578	21538	9353	0.021016597747802734
100_1000_1_2_5	30553	17951	0	12406	10478	10.874.223.947.525.000	10721	2164	1.003.485.107.421.870	23099	17882	10.280.547.857.284.500	30553	17951	0.07811951637268066	30553	17951	0.021999835968017578
100_1000_1_3_5	42765	26867	0	9951	10226	11.264.800.786.972.000	12494	2462	1.002.330.732.345.580	16932	16553	10.139.933.347.702.000	42821	26883	0.12498927116394043	42821	26883	0.05099940299987793
100_1000_1_4_5	45810	34846	0	11711	9832	11.967.899.799.346.900	11150	2242	1.003.050.708.770.750	13648	11284	10.108.680.725.097.600	45810	34846	0.18748784065246582	45810	34846	0.01900005340576172
100_1000_1_5_5	50922	39343	0	8658	11575	10.827.327.489.852.900	12439	1525	1.000.086.522.102.350	8806	12531	10.061.814.785.003.600	50973	39569	0.2656083106994629	50973	39569	0.022981643676757812
100_1000_2_1_5	10649	9396	0	10030	9396	11.508.744.239.807.100	9108	7898	10.157.217.741.012.500	10713	9395	7.265.132.188.796.990	10713	9395	0.015619754791259766	10713	9395	0.09401559829711914
100_1000_2_2_5	20352	17950	0,000998735	10948	10836	1.138.984.227.180.480	6805	5486	10.050.388.813.018.700	19409	17970	10.108.683.347.702.000	20438	17970	0.06249499320983887	20438	17970	0.053999900817871094
100_1000_2_3_5	28773	26869	0	10031	10206	11.499.181.985.855.100	8148	6876	10.033.462.524.414.000	16473	16799	10.061.815.977.096.500	28814	26888	0.09374380111694336	28814	26888	0.06600236892700195
100_1000_2_4_5	36279	34868	0	9586	9617	11.139.831.304.550.100	5290	4373	10.026.278.257.369.900	11198	11284	10.124.326.467.514.000	36285	34875	0.1718595027923584	36285	34875	0.10000038146972656
100_1000_2_5_5	41099	39665	0	11833	12026	1.145.228.910.446.160	4758	3567	10.020.276.546.478.200	12271	12542	10.046.169.996.261.500	41106	39674	0.2187328338623047	41106	39674	0.04904794692993164
100_1000_3_1_5	8983	8593	0	9158	8998	15.077.075.242.996.200	2151	1971	10.047.258.615.493.700	9388	8998	7.343.249.797.821.040	9388	8998	0.031244993209838867	9388	8998	0.29398512840270996
100_1000_3_2_5	17374	16804	0	11588	11398	10.764.834.880.828.800	1595	1415	10.028.276.681.900.000	17375	16965	1.006.179.404.258.720	17535	16965	0.10936713218688965	17535	16965	0.02700042724609375
100_1000_3_3_5	27155	26465	0	9742	9572	1.120.232.605.934.140	1520	1350	10.022.289.752.960.200	17476	17146	10.101.876.258.850.000	27192	26502	0.17186307907104492	27192	26502	0.0390009880065918
100_1000_3_4_5	32908	32098	0	12542	12352	11.999.184.131.622.300	1469	1299	10.020.977.020.263.600	14525	14265	10.046.184.778.213.500	33697	32887	0.28124523162841797	33697	32887	0.04900002479553223
100_1000_3_5_5	39769	38859	0,015642643	9845	9655	10.842.975.854.873.600	1354	1184	1.002.394.151.687.620	10955	10745	10.046.192.646.026.600	40603	39693	0.374955415725708	40603	39693	0.06898307800292969
100_1000_4_1_5	8991	8991	0	8998	8998	2.873.235.297.203.060	8998	8998	13.279.924.392.700.100	8998	8998	6.265.198.469.161.980	8998	8998	0.0	8998	8998	0.03798866271972656
100_1000_4_2_5	16959	16959	0	11398	11398	11.233.609.914.779.600	11260	11260	10.139.938.354.492.100	16965	16965	10.483.675.479.888.900	16965	16965	0.01562356948852539	16964	16964	0.169999361038208
100_1000_4_3_5	26494	26494	0	9477	9477	11.389.827.489.852.900	8730	8730	10.024.422.883.987.400	18480	18480	10.148.956.775.665.200	26502	26502	0.04687023162841797	26502	26502	0.030955791473388672
100_1000_4_4_5	32885	32885	0	12352	12352	11.171.050.310.134.800	10464	10464	1.003.056.788.444.510	14582	14582	10.046.170.949.935.900	32887	32887	0.12499403953552246	32887	32887	0.1229848861694336
100_1000_4_5_5	39495	39495	0	9655	9655	1.175.821.566.581.720	8624	8624	10.021.132.707.595.800	10986	10986	10.093.062.400.817.800	39693	39693	0.171860933303833	39693	39693	0.014000415802001953
500_50_1_1_5	5900	2147	0	577	431	11.389.813.661.575.300	639	25	10.014.907.121.658.300	5900	2147	9.718.090.534.210.200	5900	2147	0.14059710502624512	5900	2147	0.0539853572845459
500_50_1_2_5	8111	4322	0,005993128	465	424	11.608.525.276.184.000	549	20	10.001.862.049.102.700	5016	4322	10.093.056.678.771.900	8111	4322	0.4218604564666748	8111	4322	0.06400012969970703
500_50_1_3_5	10227	6409	0,000998497	401	376	10.702.377.319.335.900	513	26	10.014.940.738.677.900	3501	3258	10.030.564.785.003.600	10227	6410	0.7655727863311768	10227	6409	0.04899954795837402
500_50_1_4_5	11913	8222	0	561	382	1.151.480.770.111.080	485	20	1.000.672.459.602.350	2680	2355	10.061.808.824.539.100	11913	8222	1.234.290.599.822.990	11913	8222	0.050968170166015625
500_50_1_5_5	12777	10820	0	596	532	1.197.636.342.048.640	480	16	100.124.351.978.302	1809	1907	1.004.619.288.444.510	12777	10820	1.906.123.399.734.490	12777	10820	0.05098700523376465
500_50_2_1_5	2629	2147	0	475	450	10.811.761.856.079.100	101	37	10.002.996.683.120.700	2629	2147	9.093.145.608.901.970	2629	2147	0.10934734344482422	2629	2147	0.047962188720703125
500_50_2_2_5	4968	4322	0	494	496	1.103.044.319.152.830	98	44	10.015.446.662.902.800	4586	4322	10.124.309.778.213.500	4968	4322	0.31249284744262695	4968	4322	0.042997121810913086
500_50_2_3_5	7139	6410	0	363	373	11.046.087.741.851.800	101	42	10.002.976.894.378.600	3260	3227	10.046.174.049.377.400	7139	6410	0.6249547004699707	7139	6410	0.06599783897399902
500_50_2_4_5	8921	8222	0	369	369	11.421.096.801.757.800	83	26	10.014.959.335.327.100	2402	2364	10.030.580.759.048.400	8921	8222	10.467.851.161.956.700	8921	8222	0.0469973087310791
500_50_2_5_5	11242	10819	0	594	598	11.577.335.357.666.000	89	31	10.008.809.804.916.300	1915	1907	10.046.185.731.887.800	11243	10820	17.030.062.675.476.000	11242	10820	0.041944265365600586
500_50_3_1_5	4210	2130	0	679	489	11.249.232.769.012.400	170	20	1.001.492.190.361.020	4218	2138	8.905.645.847.320.550	4218	2138	0.20313096046447754	4218	2138	0.03400254249572754
500_50_3_2_5	7076	4176	0	652	462	11.233.609.199.523.900	167	17	1.000.443.410.873.410	6190	4190	10.077.431.440.353.300	7090	4190	0.5468204021453857	7090	4190	0.12399935722351074
500_50_3_3_5	9717	6167	0,015623331	599	409	11.452.337.265.014.600	161	21	1.000.593.113.899.230	5088	3648	100.461.905.002.594	9723	6173	10.155.534.744.262.600	9723	6173	0.07500004768371582
500_50_3_4_5	12383	8303	0,001996994	606	416	10.671.151.399.612.400	156	16	10.013.680.696.487.400	3587	2567	10.061.812.162.399.200	12388	8308	15.311.481.952.667.200	12388	8308	0.03694415092468262
500_50_3_5_5	15359	10809	0	732	542	11.217.985.153.198.200	154	14	10.014.920.949.935.900	2855	2075	10.030.566.453.933.700	15371	10821	2.187.347.888.946.530	15371	10821	0.03600263595581055
500_50_4_1_5	2138	2138	0	489	489	11.819.393.157.958.900	406	406	10.014.936.208.724.900	2138	2138	7.774.601.221.084.590	2138	2138	0.01562356948852539	2138	2138	0.038965702056884766
500_50_4_2_5	4190	4190	0	462	462	10.874.258.518.218.900	354	354	10.014.881.610.870.300	4190	4190	1.632.701.277.732.840	4190	4190	0.09374094009399414	4190	4190	0.10500001907348633
500_50_4_3_5	6173	6173	0	409	409	11.561.713.695.526.100	321	321	10.014.939.069.747.900	3715	3715	19.451.798.915.863.000	6173	6173	0.24998092651367188	6173	6173	0.05802011489868164
500_50_4_4_5	8308	8308	0	419	419	11.108.560.800.552.300	305	305	10.003.536.224.365.200	2580	2580	1.765.504.741.668.700	8308	8308	0.6405835151672363	8308	8308	0.05699944496154785
500_50_4_5_5	10821	10821	0	542	542	11.421.093.702.316.200	371	371	1.000.279.951.095.580	2075	2075	1.656.136.465.072.630	10821	10821	12.030.398.845.672.600	10821	10821	0.03901362419128418
500_100_1_1_5	12554	4067	0	1116	713	11.249.236.583.709.700	1209	30	10.003.689.527.511.500	9055	4072	10.155.555.248.260.400	12563	4072	0.28122878074645996	12563	4072	0.08899831771850586
500_100_1_2_5	16446	8363	0	1050	930	114.367.196.559.906	1053	30	10.003.872.632.980.300	5095	4791	10.061.816.930.770.800	16455	8372	0.8436944484710693	16455	8372	0.07799983024597168
500_100_1_3_5	20922	12204	0	947	659	11.264.855.861.663.800	1151	40	10.000.863.313.674.900	3532	3028	10.046.191.930.770.800	20925	12210	14.842.746.257.781.900	20925	12210	0.05200028419494629
500_100_1_4_5	22654	16250	0	1170	892	10.780.516.624.450.600	861	28	10.001.798.629.760.700	2735	2396	1.004.618.763.923.640	22659	16256	2.484.203.815.460.200	22657	16256	0.07999825477600098
500_100_1_5_5	25575	21149	0,001996517	1146	1082	11.171.113.014.221.100	943	30	10.007.775.783.538.800	1975	2134	10.046.186.447.143.500	25576	21153	37.809.903.621.673.500	25576	21153	0.05398392677307129
500_100_2_1_5	5006	4072	0	777	744	12.030.397.415.161.100	183	63	10.005.432.605.743.400	4761	4072	10.155.558.109.283.400	5007	4072	0.20310521125793457	5007	4072	0.051000356674194336
500_100_2_2_5	9630	8372	0	1128	1096	10.905.508.518.218.900	166	66	1.000.049.090.385.430	4948	4929	1.004.619.288.444.510	9630	8372	0.6249749660491943	9630	8372	0.04799938201904297
500_100_2_3_5	13666	12210	0	769	713	11.577.334.642.410.200	160	48	10.003.325.700.759.800	3015	3028	10.061.813.592.910.700	13666	12210	12.499.151.229.858.300	13666	12210	0.08199930191040039
500_100_2_4_5	17475	16256	0	1028	1032	11.217.949.390.411.300	132	40	1.000.800.633.430.480	2433	2396	10.061.829.566.955.500	17476	16256	19.685.962.200.164.700	17476	16256	0.04794955253601074
500_100_2_5_5	22108	21153	0	1252	1226	11.342.976.808.547.900	162	66	10.001.011.848.449.700	2150	2134	1.004.617.428.779.600	22110	21153	31.247.897.148.132.300	22109	21153	0.07196950912475586
500_100_3_1_5	6259	4259	0	1146	946	11.124.227.046.966.500	188	28	10.018.235.206.604.000	5750	4280	10.148.972.034.454.300	6280	4280	0.34374094009399414	6280	4280	0.03194856643676758
500_100_3_2_5	11205	8315	0,015604734	1252	1062	11.352.130.651.473.900	173	23	10.003.591.060.638.400	5999	4969	10.087.104.320.526.100	11213	8323	0.9999287128448486	11213	8323	0.03496861457824707
500_100_3_3_5	15793	12243	0	999	809	11.342.978.477.478.000	182	32	10.013.090.372.085.500	3598	2928	10.046.194.076.538.000	15823	12273	18.592.329.025.268.500	15823	12273	0.03800010681152344
500_100_3_4_5	20384	16294	0	1294	1104	10.718.021.869.659.400	177	27	10.012.413.024.902.300	3260	2760	10.061.829.805.374.100	20398	16308	28.748.018.741.607.600	20398	16308	0.06200051307678223
500_100_3_5_5	26196	21646	0	1432	1242	11.217.971.086.502.000	164	24	10.002.666.473.388.600	2630	2260	10.046.190.738.677.900	26205	21655	4.109.089.136.123.650	26205	21655	0.03595995903015137
500_100_4_1_5	4280	4280	0,000998497	946	946	11.874.134.540.557.800	787	787	10.004.066.467.285.100	4280	4280	156.239.492.893.219	4280	4280	0.031247377395629883	4280	4280	0.05399823188781738
500_100_4_2_5	8323	8323	0,001997471	1062	1062	10.921.128.034.591.600	854	854	10.006.800.889.968.800	5456	5456	24.998.275.756.835.900	8323	8323	0.18748998641967773	8323	8323	0.037999868392944336
500_100_4_3_5	12273	12273	0	809	809	11.561.713.695.526.100	571	571	10.036.259.889.602.600	2984	2984	10.280.548.572.540.200	12273	12273	0.5155899524688721	12273	12273	0.05900001525878906
500_100_4_4_5	16307	16307	0,015644312	1099	1099	11.171.113.967.895.500	905	905	10.003.753.662.109.300	2781	2781	1.023.367.691.040.030	16308	16308	1.281.158.208.847.040	16308	16308	0.05205965042114258
500_100_4_5_5	21655	21655	0	1242	1242	11.342.977.523.803.700	871	871	1.000.947.117.805.480	2292	2292	10.093.076.229.095.400	21655	21655	24.373.531.341.552.700	21655	21655	0.03700065612792969
500_500_1_1_5	62304	20233	0	6043	5350	11.217.985.391.616.800	5529	158	10.005.877.017.974.800	11541	11084	10.139.917.612.075.800	62328	20239	13.905.134.201.049.800	62328	20239	0.09696602821350098
500_500_1_2_5	79974	42668	0	5571	4996	11.452.327.728.271.400	4249	181	1.000.478.744.506.830	5513	4522	10.186.801.671.981.800	79974	42668	4.030.975.580.215.450	79974	42668	0.08599972724914551
500_500_1_3_5	103029	64681	0	3951	4726	11.249.236.106.872.500	4742	86	10.015.520.095.825.100	2768	3242	10.139.934.062.957.700	103044	64710	7.733.828.544.616.690	103042	64709	0.10900115966796875
500_500_1_4_5	114925	82218	0	5711	5332	10.827.388.763.427.700	4841	94	10.005.578.994.750.900	2866	2558	1.015.556.001.663.200	114940	82254	1.199.918.270.111.080	114940	82254	0.07496166229248047
500_500_1_5_5	128604	104552	0	4658	5075	11.280.485.153.198.200	5047	117	1.001.248.025.894.160	1493	1978	10.171.195.268.630.900	128608	104567	18.601.222.276.687.600	128604	104552	0.05201530456542969
500_500_2_1_5	24426	20239	0,000998735	5235	5234	11.811.699.390.411.300	827	356	10.010.013.103.485.100	10899	11084	10.124.290.466.308.500	24446	20239	1.028.203.010.559.080	24445	20239	0.14399981498718262
500_500_2_2_5	48447	42667	0,000999689	4948	4863	10.764.888.763.427.700	1090	498	10.006.257.057.189.900	4493	4321	101.632.080.078.125	48459	42672	33.198.931.217.193.600	48459	42672	0.07699966430664062
500_500_2_3_5	70895	64706	0	4582	4711	1.167.104.959.487.910	785	195	10.007.752.180.099.400	3168	3242	10.139.929.294.586.100	70918	64710	6.679.589.033.126.830	70913	64705	0.15999865531921387
500_500_2_4_5	88929	82255	0	5246	5170	11.092.978.477.478.000	681	206	10.002.542.734.146.100	2607	2558	1.013.993.215.560.910	88937	82256	9.999.332.666.397.090	88931	82254	0.14803504943847656
500_500_2_5_5	109428	104567	0	5434	5246	11.421.096.324.920.600	797	326	10.002.561.569.213.800	2042	1978	10.155.560.970.306.300	109432	104570	1.567.078.685.760.490	109424	104569	0.11501479148864746
500_500_3_1_5	23197	21177	0	5895	5705	11.077.369.213.104.200	346	186	10.004.158.973.693.800	11793	11393	10.155.558.824.539.100	23333	21313	17.498.807.907.104.400	23333	21313	0.4230000972747803
500_500_3_2_5	45372	42512	0,015604496	5073	4883	11.483.580.350.875.800	286	136	1.000.999.927.520.750	4950	4760	10.139.933.347.702.000	45417	42557	4.765.322.208.404.540	45417	42557	0.08899903297424316
500_500_3_3_5	68317	64817	0	4704	4544	11.264.827.251.434.300	231	81	10.006.549.596.786.400	3123	3003	10.139.949.560.165.400	68573	65073	9.093.127.965.927.120	68573	65073	0.28101420402526855
500_500_3_4_5	87321	83241	0	6005	5825	10.780.515.909.194.900	264	114	10.013.904.571.533.200	2621	2531	10.139.917.135.238.600	87322	83242	13.577.199.459.075.900	87322	83242	0.04899907112121582
500_500_3_5_5	112612	108072	0	4845	4655	11.171.111.583.709.700	301	161	10.002.483.367.919.900	2428	2358	10.139.930.963.516.200	113028	108488	197.642.605.304.718	113024	108484	0.24700069427490234
500_500_4_1_5	21313	21313	0	5705	5705	11.749.197.483.062.700	5106	5106	10.011.432.886.123.600	12150	12150	10.202.433.347.702.000	21313	21313	0.12499189376831055	21313	21313	0.05100226402282715
500_500_4_2_5	42556	42556	0	4883	4883	10.843.008.995.056.100	3954	3954	10.014.892.339.706.400	4760	4760	10.139.933.586.120.600	42557	42557	0.9374358654022217	42557	42557	0.04096245765686035
500_500_4_3_5	65073	65073	0,00199914	4544	4544	11.499.215.841.293.300	3371	3371	10.004.496.335.983.200	3003	3003	10.139.949.798.583.900	65073	65073	2.593.574.047.088.620	65073	65073	0.04301738739013672
500_500_4_4_5	83242	83242	0	6123	6123	11.217.954.158.782.900	4505	4505	1.000.763.201.713.560	2531	2531	10.139.931.917.190.500	83242	83242	6.672.151.565.551.750	83242	83242	0.05699968338012695
500_500_4_5_5	108463	108463	0	4647	4647	11.264.800.071.716.300	3471	3471	10.000.609.159.469.600	2358	2358	10.155.577.659.606.900	108488	108488	13.038.509.607.315.000	108488	108488	0.05800175666809082
