Problem	Greedy_profit	Greedy_weight	Greedy_time	BF_profit	BF_weight	BF_time	B&B_profit	B&B_weight	B&B_time	DP_profit	DP_weight	DP_time	DP_OR_profit	DP_OR_weight	DP_OR_time	IP_OR_profit	IP_OR_weight	IP_OR_time
500_1000_1_1_5	121989	41395	0	9043	13350	1.115.548.849.105.830	8728	222	10.001.573.324.203.400	9043	13350	10.452.430.725.097.600	122093	41405	2.718.564.033.508.300	122093	41405	0.09800028800964355
500_1000_1_2_5	161534	84289	0	12406	10478	11.514.836.549.758.900	9189	271	10.004.727.840.423.500	5557	4937	10.264.907.121.658.300	161592	84330	8.336.809.396.743.770	161592	84330	0.08096504211425781
500_1000_1_3_5	204619	124432	0	9951	10226	1.143.012.285.232.540	9921	229	10.256.662.607.192.900	2956	1547	10.280.548.810.958.800	204633	124456	14.968.484.878.540.000	204633	124456	0.07300043106079102
500_1000_1_4_5	230673	171851	0	11711	9832	10.889.879.703.521.700	10132	239	10.002.655.506.134.000	3229	2637	10.280.543.088.912.900	230711	171920	24.383.489.847.183.200	230711	171920	0.0989995002746582
500_1000_1_5_5	252389	209559	0	8658	11575	11.233.610.391.616.800	9693	203	10.001.577.377.319.300	1534	1897	10.273.978.233.337.400	252403	209557	36.544.400.453.567.500	252403	209557	0.06396985054016113
500_1000_2_1_5	48867	41404	0	13720	13275	11.936.684.846.878.000	1509	593	1.002.598.524.093.620	13835	13350	10.389.914.274.215.600	48883	41406	2.031.108.856.201.170	48883	41406	0.10198163986206055
500_1000_2_2_5	96127	84334	0	10948	10836	10.780.517.339.706.400	1573	520	10.005.585.193.634.000	5178	4937	10.264.927.387.237.500	96131	84338	6.093.318.223.953.240	96131	84338	0.0639963150024414
500_1000_2_3_5	136673	124457	0,01560545	10031	10206	11.577.275.514.602.600	1537	576	10.003.603.219.985.900	1488	1547	10.264.928.102.493.200	136708	124460	11.639.829.158.782.900	136705	124458	0.22598671913146973
500_1000_2_4_5	182465	171922	0,001998425	9586	9617	11.061.726.093.292.200	1728	739	10.004.875.898.361.200	2670	2637	10.280.548.810.958.800	182466	171922	2.096.731.948.852.530	182465	171922	0.2469620704650879
500_1000_2_5_5	216990	209569	0,000998735	11833	12026	1.135.860.013.961.790	1846	783	100.030.038.356.781	1831	1897	10.264.922.142.028.800	217026	209570	31.054.725.408.554.000	217026	209569	0.09503030776977539
500_1000_3_1_5	44994	43004	0	12361	12171	11.108.585.834.503.100	439	279	10.007.948.875.427.200	12302	12112	10.264.928.817.749.000	45303	43313	3.390.373.706.817.620	45303	43313	0.1689624786376953
500_1000_3_2_5	86564	83654	0	11588	11398	11.405.472.993.850.700	375	225	10.002.432.584.762.500	5316	5226	10.249.299.764.633.100	86633	83723	9.811.833.381.652.830	86633	83723	0.15099811553955078
500_1000_3_3_5	132774	129264	0	9742	9572	11.202.363.014.221.100	333	183	1.000.751.519.203.180	1641	1581	10.264.928.579.330.400	132833	129323	18.514.363.527.297.900	132824	129314	0.10899972915649414
500_1000_3_4_5	174046	169986	0	12542	12352	10.889.884.948.730.400	507	367	10.001.792.430.877.600	2877	2837	10.264.925.479.888.900	174635	170575	2.723.972.487.449.640	174624	170574	0.23399901390075684
500_1000_3_5_5	221314	216774	0	9845	9655	11.139.868.974.685.600	391	251	10.005.980.968.475.300	1837	1807	10.280.548.334.121.700	222195	217655	39.169.187.784.194.900	222182	217642	0.22301483154296875
500_1000_4_1_5	43312	43312	0	12171	12171	1.171.795.105.934.140	10606	10606	10.019.044.399.261.400	12112	12112	10.249.281.167.984.000	43313	43313	0.23435711860656738	43313	43313	0.05299997329711914
500_1000_4_2_5	83721	83721	0	11398	11398	10.905.505.657.196.000	9954	9954	1.000.496.530.532.830	5226	5226	10.264.924.049.377.400	83723	83723	17.498.815.059.661.800	83723	83723	0.05699968338012695
500_1000_4_3_5	129321	129321	0,015609026	9477	9477	11.780.452.966.690.000	6371	6371	10.001.957.654.953.000	1581	1581	10.264.925.479.888.900	129323	129323	5.296.513.557.434.080	129323	129323	0.07699966430664062
500_1000_4_4_5	170571	170571	0,000999212	12297	12297	11.320.888.042.449.900	9505	9505	10.002.326.011.657.700	2837	2837	1.028.055.191.040.030	170575	170575	13.155.350.685.119.600	170575	170575	0.06299972534179688
500_1000_4_5_5	217629	217629	0	9619	9619	11.394.455.194.473.200	7066	7066	10.006.154.298.782.300	1807	1807	102.805.495.262.146	217655	217655	24.685.837.268.829.300	217655	217655	0.045011281967163086
																		
																		
